,SMILES,gap
42578,O=C1C2C3C4CC1C4N23,0.2197
42579,O=C1C2C3C4NC1C4N23,0.2046
42580,O=C1C2C3C4OC1C4N23,0.2034
42581,O=C1C2CC3C4C(C23)N14,0.2372
42582,O=C1C2OC3C4C(C23)N14,0.2139
42583,O=C1N2C3C2C2C3CN12,0.2392
42584,O=C1C2C3C2C2CC3C12,0.218
42585,O=C1C2C3C2C2OC3C12,0.2121
42586,O=C1C2C3C2N2CC3C12,0.2094
42587,O=C1C2C3C4CC(C14)N23,0.2135
42588,O=C1C2C3C4C1CC2N34,0.2211
42589,O=C1C2C3C4C2CC1N34,0.2187
42590,O=C1C2C3C4C3C1CC24,0.2196
42591,O=C1C2C3C4C3C1OC24,0.2096
42592,O=C1C2C3C4C3N2CC14,0.2135
42593,O=C1C2C3CC1C1C3N21,0.2135
42594,O=C1C2C3NC1C1C3N21,0.2082
42595,O=C1C2C3OC1C1C3N21,0.2038
42596,O=C1C2C3C4C1C2CN34,0.2427
42597,O=C1C2C3C4CC2C1C34,0.2356
42598,O=C1C2C3C4CC2C1N34,0.23
42599,O=C1C2C3C4CN2C1C34,0.2359
42600,O=C1C2C3C4OC2C1C34,0.2316
42601,N=C1C2C3CC(=O)N1C23,0.2308
42602,N=C1C2C3NC(=O)N1C23,0.2306
42603,N=C1C2C3OC(=N)N1C23,0.2496
42604,N=C1C2C3OC(=O)N1C23,0.2469
42605,N=C1CC2C3C2C(=O)N13,0.2322
42606,N=C1NC2C3C2C(=O)N13,0.2226
42607,N=C1OC2C3C2C(=O)C13,0.2309
42608,N=C1OC2C3C2C(=O)N13,0.2398
42609,O=C1C2C3C(CC2=O)N13,0.2085
42610,O=C1C2C3C1C(=O)CN23,0.2054
42611,O=C1C2C3CC(=O)C1C23,0.2091
42612,O=C1C2C3CC(=O)C1N23,0.2024
42613,O=C1C2C3CC(=O)N1C23,0.2296
42614,O=C1C2C3NC(=O)C1C23,0.2237
42615,O=C1C2C3NC(=O)N1C23,0.223
42616,O=C1C2C3OC(=O)C1C23,0.2283
42617,O=C1C2C3OC(=O)N1C23,0.2373
42618,N=C1N2C3CC(C23)C1=O,0.1746
42619,N=C1N2CC3C2C3C1=O,0.1688
42620,O=C1C2C3C(CN23)C1=O,0.1489
42621,O=C1C2C3CC(C23)C1=O,0.1492
42622,O=C1C2C3CC(N23)C1=O,0.1463
42623,O=C1C2C3CN(C23)C1=O,0.1553
42624,O=C1C2C3NC(C23)C1=O,0.1517
42625,O=C1C2C3OC(C23)C1=O,0.1492
42626,O=C1C2CC3C2N3C1=O,0.158
42627,N=C1N2C3CC1(C#N)C23,0.2687
42628,O=C1C2C3CC1(C#C)C23,0.2346
42629,O=C1C2C3CC1(C#C)N23,0.2257
42630,O=C1C2C3CC1(C#N)C23,0.241
42631,O=C1C2C3CC1(C#N)N23,0.2315
42632,O=C1C2C3N2CC13C#C,0.217
42633,O=C1C2C3N2CC13C#N,0.2228
42634,O=C1C2C3NC1(C#C)C23,0.2235
42635,O=C1C2C3NC1(C#N)C23,0.2242
42636,O=C1C2C3OC1(C#C)C23,0.2161
42637,O=C1C2C3OC1(C#N)C23,0.2175
42638,O=C1N2C3CC1(C#C)C23,0.2387
42639,O=C1N2C3CC1(C#N)C23,0.2451
42640,N=C1C2CC3N1C23C#C,0.2601
42641,N=C1C2CC3N1C23C#N,0.2642
42642,O=C1C2C3CC1C23C#C,0.2374
42643,O=C1C2C3CC1C23C#N,0.2376
42644,O=C1C2C3CN1C23C#C,0.2411
42645,O=C1C2C3CN1C23C#N,0.241
42646,O=C1C2C3NC1C23C#C,0.2186
42647,O=C1C2C3NC1C23C#N,0.2207
42648,O=C1C2C3OC1C23C#C,0.219
42649,O=C1C2C3OC1C23C#N,0.2189
42650,O=C1C2CC3N1C23C#C,0.2456
42651,O=C1C2CC3N1C23C#N,0.2466
42652,O=C1C2N3CC1C23C#C,0.2238
42653,O=C1C2N3CC1C23C#N,0.2234
42654,O=C1C2C3C=CC1CN23,0.1975
42655,O=C1C2C3CC1C=CC23,0.1988
42656,O=C1C2C3NC1C=CC23,0.1917
42657,O=C1C2C3OC1C=CC23,0.1861
42658,O=C1C2C3CC1CCC23,0.2245
42659,O=C1C2C3CC1CCN23,0.2114
42660,O=C1C2C3CC1COC23,0.225
42661,O=C1C2C3CC1OCC23,0.2113
42662,O=C1C2C3CCC1CN23,0.2161
42663,O=C1C2C3CCC1OC23,0.2084
42664,O=C1C2C3CNC1CN23,0.1971
42665,O=C1C2C3COC1CN23,0.2022
42666,O=C1C2C3COC1OC23,0.2089
42667,O=C1C2C3NC1COC23,0.205
42668,O=C1C2C3NCC1OC23,0.193
42669,O=C1C2C3OC1COC23,0.2076
42670,O=C1C2C3CC2(C#C)C13,0.2467
42671,O=C1C2C3CC2(C#N)C13,0.2465
42672,O=C1C2C3NC2(C#C)C13,0.2289
42673,O=C1C2C3NC2(C#N)C13,0.2301
42674,O=C1C2C3OC2(C#C)C13,0.2257
42675,O=C1C2C3OC2(C#N)C13,0.2268
42676,O=C1C2N3CC2(C#C)C13,0.2359
42677,O=C1C2N3CC2(C#N)C13,0.2358
42678,O=C1C2C3CC2C3C1=O,0.1493
42679,O=C1C2C3CN2C3C1=O,0.1431
42680,O=C1C2C3OC2C3C1=O,0.1518
42681,O=C1C2C3CC1CC2O3,0.2162
42682,O=C1C2C3CC2CC1C3,0.2175
42683,O=C1C2C3CC2OC1C3,0.2018
42684,O=C1C2C3CC2OC1O3,0.2014
42685,O=C1C2C3CN2CC1C3,0.1957
42686,O=C1C2C3CN2CC1N3,0.1801
42687,O=C1C2C3CN2CC1O3,0.1839
42688,O=C1C2C3C4C(CN23)N14,0.214
42689,O=C1C2C3CC4C(C23)C14,0.2197
42690,O=C1C2C3CC4C(C23)N14,0.2372
42691,O=C1C2C3CC4C1N4C23,0.2179
42692,O=C1C2C3CN4C(C23)C14,0.2116
42693,O=C1C2C3OC4C(C23)C14,0.2252
42694,O=C1N2C3CC4C(C23)N14,0.2363
42695,O=C1C2C3C4CN(C24)C13,0.2167
42696,O=C1C2C3C4CC2N4C13,0.2228
42697,O=C1C2C3CC4C3C1C24,0.2279
42698,O=C1C2C3CC4C3C1N24,0.2199
42699,O=C1C2C3CN4C3C1C24,0.2269
42700,O=C1C2C3OC4C3C1C24,0.2309
42701,O=C1C2C3C4C(CN24)N13,0.1963
42702,O=C1C2C3CC4C1C2N34,0.2124
42703,O=C1C2C3CC4C3C2C14,0.2193
42704,O=C1C2C3CC4C3C2N14,0.2203
42705,O=C1C2C3CC4C3N2C14,0.2041
42706,O=C1C2C3CN4C3C2C14,0.1962
42707,O=C1C2C3NC4C3N2C14,0.2112
42708,O=C1C2C3OC4C3C2C14,0.2215
42709,O=C1C2C3OC4C3N2C14,0.2082
42710,O=C1C2C=CC11CCC21,0.2361
42711,O=C1C2C=CC11CCN21,0.2325
42712,O=C1C2C=CC11COC21,0.2338
42713,O=C1C2C=CC11OCC21,0.2162
42714,O=C1C2C=CC1C1CC21,0.2359
42715,O=C1C2C=CC1C1NC21,0.2373
42716,O=C1C2C=CC1C1OC21,0.2394
42717,O=C1C2C=CC1N1CC21,0.212
42718,O=C1C2C=CC1C21CC1,0.2475
42719,O=C1C2C=CC1C21CN1,0.2418
42720,O=C1C2C=CC1C21CO1,0.2414
42721,C#CC1C2C=CC1C2=O,0.2438
42722,N#CC1C2C=CC1C2=O,0.2457
42723,O=C1C2C=CC3CC2C13,0.2045
42724,O=C1C2C=CC3CN2C13,0.1993
42725,O=C1C2C=CC3OC2C13,0.2021
42726,O=C1C2CC(C2)C11CC1,0.228
42727,O=C1C2CC(C2)C11CN1,0.2222
42728,O=C1C2CC(C2)C11CO1,0.2124
42729,O=C1C2CC(N2)C11CN1,0.2019
42730,O=C1C2CC(N2)C11CO1,0.1964
42731,O=C1C2CC(O2)C11CC1,0.2121
42732,O=C1C2CC(O2)C11CN1,0.2024
42733,O=C1C2CC(O2)C11CO1,0.1958
42734,O=C1C2CN(C2)C11CC1,0.2094
42735,O=C1C2CC(C2)C1C#C,0.22
42736,O=C1C2CC(C2)C1C#N,0.2259
42737,O=C1C2CC(N2)C1C#N,0.2157
42738,O=C1C2CC(O2)C1C#C,0.2051
42739,O=C1C2CC(O2)C1C#N,0.2111
42740,O=C1C2CN(C2)C1C#C,0.2027
42741,O=C1C2CN(C2)C1C#N,0.2044
42742,O=C1C2CC(C=C2)C1=O,0.1482
42743,O=C1C2NC(C=C2)C1=O,0.1373
42744,O=C1C2OC(C=C2)C1=O,0.1417
42745,O=C1C2CC1(C=C2)C#C,0.2364
42746,O=C1C2CC1(C=C2)C#N,0.2455
42747,O=C1C2NC1(C=C2)C#C,0.2342
42748,O=C1C2NC1(C=C2)C#N,0.2375
42749,O=C1C2OC1(C=C2)C#C,0.2345
42750,O=C1C2OC1(C=C2)C#N,0.2463
42751,O=C1C2CC1(CC#C)C2,0.2508
42752,O=C1C2CC1(CC#C)N2,0.2485
42753,O=C1C2CC1(CC#C)O2,0.2433
42754,O=C1C2CC1(CC#N)C2,0.2525
42755,O=C1C2CC1(CC#N)N2,0.2504
42756,O=C1C2CC1(CC#N)O2,0.2461
42757,O=C1C2CC1(CC2)C#C,0.2215
42758,O=C1C2CC1(CC2)C#N,0.2285
42759,O=C1C2CC1(CN2)C#N,0.2011
42760,O=C1C2CC1(CO2)C#C,0.2036
42761,O=C1C2CC1(CO2)C#N,0.2073
42762,O=C1C2CC1(NC2)C#N,0.2105
42763,O=C1C2CC1(OC2)C#C,0.2011
42764,O=C1C2CC1(OC2)C#N,0.2052
42765,O=C1C2CCC1(N2)C#C,0.2291
42766,O=C1C2CCC1(N2)C#N,0.2352
42767,O=C1C2CCC1(O2)C#C,0.2259
42768,O=C1C2CCC1(O2)C#N,0.2329
42769,O=C1C2CC11CCC1C2,0.2285
42770,O=C1C2CC11CCC1O2,0.2099
42771,O=C1C2CC11CCN1C2,0.1954
42772,O=C1C2CC11COC1C2,0.2284
42773,O=C1C2CC11NCC1N2,0.1924
42774,O=C1C2CC11NCC1O2,0.1974
42775,O=C1C2CC11OCC1C2,0.212
42776,O=C1C2CC11OCC1N2,0.1941
42777,O=C1C2CC11OCC1O2,0.1971
42778,O=C1C2CC3CCC13N2,0.2347
42779,O=C1C2CC3CCC13O2,0.2318
42780,O=C1C2CC3OCC13N2,0.2326
42781,O=C1C2CC3OCC13O2,0.2287
42782,O=C1C2CC1C(=O)C=C2,0.1843
42783,N=C1NCC2OC1C2=O,0.2094
42784,N=C1OCC2CC1C2=O,0.2224
42785,N=C1OCC2NC1C2=O,0.2198
42786,N=C1OCC2OC1C2=O,0.2229
42787,O=C1C2CC1C(=O)CC2,0.2105
42788,O=C1C2CC1C(=O)CN2,0.185
42789,O=C1C2CC1C(=O)CO2,0.1943
42790,O=C1C2CC1C(=O)NC2,0.2203
42791,O=C1C2CC1C(=O)OC2,0.2225
42792,O=C1C2CCC(=O)C1N2,0.1977
42793,O=C1C2CCC(=O)C1O2,0.1884
42794,O=C1C2CNC(=O)C1N2,0.2184
42795,O=C1C2CNC(=O)C1O2,0.2091
42796,O=C1C2COC(=O)C1N2,0.2211
42797,O=C1C2COC(=O)C1O2,0.2113
42798,O=C1C2CC1C(=C2)C#C,0.1963
42799,O=C1C2CC1C(=C2)C#N,0.2068
42800,O=C1C2NC1C(=C2)C#C,0.1902
42801,O=C1C2NC1C(=C2)C#N,0.1963
42802,O=C1C2OC1C(=C2)C#C,0.1974
42803,O=C1C2OC1C(=C2)C#N,0.2086
42804,O=C1C2CC(C#C)C1N2,0.236
42805,O=C1C2CC(C#C)C1O2,0.2332
42806,O=C1C2CC(C#N)C1N2,0.236
42807,O=C1C2CC(C#N)C1O2,0.2339
42808,O=C1C2CC1C(C2)C#C,0.228
42809,O=C1C2CC1C(C2)C#N,0.2286
42810,O=C1C2CC1C(N2)C#N,0.2046
42811,O=C1C2CC1C(O2)C#C,0.208
42812,O=C1C2CC1C(O2)C#N,0.2089
42813,O=C1C2CC1C1(CC1)C2,0.2272
42814,O=C1C2CC1C1(CC1)O2,0.2003
42815,O=C1C2CC1C1(CN1)C2,0.2271
42816,O=C1C2CC1C1(CO1)C2,0.2293
42817,O=C1C2CC3(CC3)C1N2,0.2337
42818,O=C1C2CC3(CC3)C1O2,0.231
42819,O=C1C2CC3(CN3)C1N2,0.229
42820,O=C1C2CC3(CN3)C1O2,0.2243
42821,O=C1C2CC3(CO3)C1N2,0.2345
42822,O=C1C2CC3(CO3)C1O2,0.2303
42823,O=C1C2CC1C1CC1C2,0.2233
42824,O=C1C2CC1C1CC1O2,0.2052
42825,O=C1C2CC1C1CN1C2,0.2174
42826,O=C1C2CC1C1NC1C2,0.2265
42827,O=C1C2CC1C1OC1C2,0.2277
42828,O=C1C2CC1N1CC1C2,0.1978
42829,O=C1C2CC3CC3C1N2,0.2314
42830,O=C1C2CC3CC3C1O2,0.2301
42831,O=C1C2CC3NC3C1N2,0.2354
42832,O=C1C2CC3NC3C1O2,0.2344
42833,O=C1C2CC3OC3C1N2,0.2364
42834,O=C1C2CC3OC3C1O2,0.2357
42835,O=C1C2CN3CC3C1N2,0.2167
42836,O=C1C2CN3CC3C1O2,0.2125
42837,O=C1C2CC1C1CC2C1,0.231
42838,O=C1C2CC1C1CC2O1,0.2391
42839,O=C1C2NC1C1CC2C1,0.2375
42840,O=C1C2NC1C1CC2O1,0.2351
42841,O=C1C2OC1C1CC2C1,0.2418
42842,O=C1C2OC1C1CC2O1,0.2474
42843,O=C1C2CC1C1CCC21,0.2283
42844,O=C1C2CC1C1OCC21,0.23
42845,O=C1C2CC1N1CCC21,0.1955
42846,O=C1C2NC1C1CCC21,0.229
42847,O=C1C2NC1C1OCC21,0.2278
42848,O=C1C2OC1C1CCC21,0.2333
42849,O=C1C2OC1C1OCC21,0.2331
42850,O=C1C2CC1C2CC#C,0.2526
42851,O=C1C2CC1C2CC#N,0.2517
42852,O=C1C2CC1N2CC#C,0.2313
42853,O=C1C2CC1N2CC#N,0.2363
42854,O=C1C2NC1C2CC#C,0.2461
42855,O=C1C2NC1C2CC#N,0.2489
42856,O=C1C2OC1C2CC#C,0.245
42857,O=C1C2OC1C2CC#N,0.2447
42858,O=C1C2CC1C=CC=C2,0.1617
42859,O=C1C2NC1C=CC=C2,0.1562
42860,O=C1C2OC1C=CC=C2,0.1548
42861,O=C1C2CC1C=CCC2,0.2086
42862,O=C1C2CC1C=CCO2,0.1976
42863,O=C1C2CC1N=COC2,0.2078
42864,O=C1C2CCC=CC1N2,0.2108
42865,O=C1C2CCC=CC1O2,0.2103
42866,N=C1CC2CC(O1)C2=O,0.2065
42867,N=C1NC2CC(O1)C2=O,0.188
42868,N=C1OC2CC(O1)C2=O,0.2004
42869,O=C1C2CC(=O)CC1N2,0.2067
42870,O=C1C2CC(=O)CC1O2,0.2046
42871,O=C1C2CC1CC(=O)C2,0.2033
42872,O=C1C2CC1NC(=O)C2,0.2058
42873,O=C1C2CC1NC(=O)N2,0.1941
42874,O=C1C2CC1OC(=O)C2,0.2089
42875,O=C1C2CC1OC(=O)N2,0.1952
42876,O=C1C2CC1OC(=O)O2,0.2009
42877,O=C1C2CC1CC=CC2,0.2186
42878,O=C1C2CC1OC=NC2,0.206
42879,O=C1C2CC=CCC1N2,0.2242
42880,O=C1C2CC=CCC1O2,0.2249
42881,O=C1C2CC1CCCC2,0.2169
42882,O=C1C2CC1COCC2,0.2178
42883,O=C1C2CC1OCCC2,0.1969
42884,O=C1C2CC1OCCO2,0.1816
42885,O=C1C2CC1OCOC2,0.2004
42886,O=C1C2CCCCC1N2,0.2219
42887,O=C1C2CCCCC1O2,0.2225
42888,O=C1C2CCOCC1N2,0.2268
42889,O=C1C2CCOCC1O2,0.2268
42890,N=C1N2CC2C11CCO1,0.2337
42891,O=C1C2CC2C11CCC1,0.2224
42892,O=C1C2CC2C11CCO1,0.2066
42893,O=C1C2CC2C11COC1,0.2225
42894,O=C1C2CN2C11CCC1,0.2175
42895,O=C1C2CN2C11COC1,0.2141
42896,O=C1C2NC2C11CCC1,0.2147
42897,O=C1C2NC2C11CCO1,0.1993
42898,O=C1C2NC2C11COC1,0.2143
42899,O=C1C2OC2C11CCC1,0.2096
42900,O=C1C2OC2C11CCO1,0.1944
42901,O=C1C2OC2C11COC1,0.2087
42902,O=C1N2CC2C11CCC1,0.2294
42903,O=C1N2CC2C11CCO1,0.2099
42904,O=C1N2CC2C11COC1,0.2262
42905,O=C1C(C2CC2)C2CN12,0.2305
42906,O=C1C(C2CN12)N1CC1,0.205
42907,O=C1C(C2CN2)C2CN12,0.2306
42908,O=C1C(C2CO2)C2CN12,0.2359
42909,O=C1C2CC2C1C1CC1,0.2223
42910,O=C1C2CC2C1C1CN1,0.2154
42911,O=C1C2CC2C1C1CO1,0.2251
42912,O=C1C2CC2C1N1CC1,0.2198
42913,O=C1C2CC2N1C1CC1,0.2446
42914,O=C1C2CN2C1C1CC1,0.218
42915,O=C1C2CN2C1C1CN1,0.2122
42916,O=C1C2CN2C1C1CO1,0.2167
42917,O=C1C2NC2C1C1CC1,0.2128
42918,O=C1C2NC2C1C1CN1,0.2089
42919,O=C1C2NC2C1C1CO1,0.2171
42920,O=C1C2NC2C1N1CC1,0.2027
42921,O=C1C2OC2C1C1CC1,0.2078
42922,O=C1C2OC2C1C1CN1,0.2024
42923,O=C1C2OC2C1C1CO1,0.2118
42924,O=C1C2OC2C1N1CC1,0.2062
42925,O=C1C(CC#C)C2CN12,0.2303
42926,O=C1C(CC#N)C2CN12,0.2328
42927,O=C1C2CC2C1CC#C,0.2234
42928,O=C1C2CC2C1CC#N,0.2261
42929,O=C1C2CC2N1CC#C,0.2478
42930,O=C1C2CC2N1CC#N,0.2481
42931,O=C1C2CN2C1CC#C,0.2172
42932,O=C1C2CN2C1CC#N,0.2182
42933,O=C1C2NC2C1CC#C,0.2154
42934,O=C1C2NC2C1CC#N,0.2177
42935,O=C1C2OC2C1CC#C,0.211
42936,O=C1C2OC2C1CC#N,0.2137
42937,O=C1C2CC(C2)C2CN12,0.2394
42938,O=C1C2CC(O2)C2CN12,0.2209
42939,O=C1C2CC2C2CC1C2,0.2225
42940,O=C1C2CC2C2CC1O2,0.2049
42941,O=C1C2CN2C2CC1C2,0.216
42942,O=C1C2NC2C2CC1C2,0.2135
42943,O=C1C2NC2C2CC1O2,0.2012
42944,O=C1C2OC2C2CC1C2,0.2116
42945,O=C1C2OC2C2CC1O2,0.1999
42946,O=C1C2CC2C2CCC12,0.2155
42947,O=C1C2CC2C2CCN12,0.2563
42948,O=C1C2CC2C2COC12,0.2009
42949,O=C1C2CC2C2OCC12,0.2157
42950,O=C1C2CC2N2CCC12,0.1961
42951,O=C1C2CCC2C2CN12,0.2337
42952,O=C1C2CN2C2CCC12,0.2066
42953,O=C1C2CN2C2COC12,0.1972
42954,O=C1C2COC2C2CN12,0.2345
42955,O=C1C2NC2C2CCC12,0.2054
42956,O=C1C2NC2C2CCN12,0.2434
42957,O=C1C2NC2C2COC12,0.1887
42958,O=C1C2NC2C2OCC12,0.2053
42959,O=C1C2OC2C2CCC12,0.2042
42960,O=C1C2OC2C2CCN12,0.2405
42961,O=C1C2OC2C2COC12,0.186
42962,O=C1C2OC2C2OCC12,0.2038
42963,O=C1C2OCC2C2CN12,0.2161
42964,O=C1N2CC2C2CCN12,0.2636
42965,N=C1N2CC2C=C1C#N,0.1754
42966,O=C1C2CC2C=C1C#C,0.1756
42967,O=C1C2CC2C=C1C#N,0.1792
42968,O=C1C2NC2C=C1C#C,0.1699
42969,O=C1C2NC2C=C1C#N,0.169
42970,O=C1C2OC2C=C1C#C,0.1683
42971,O=C1C2OC2C=C1C#N,0.1663
42972,O=C1N2CC2C=C1C#C,0.1807
42973,O=C1N2CC2C=C1C#N,0.1853
42974,O=C1C2CC2CC11CC1,0.2266
42975,O=C1C2CC2CC11CN1,0.2253
42976,O=C1C2CC2CC11CO1,0.2121
42977,O=C1C2CC2NC11CC1,0.2005
42978,O=C1C2CC2OC11CC1,0.2122
42979,O=C1C2CN2CC11CC1,0.2188
42980,O=C1C2CN2CC11CN1,0.2088
42981,O=C1C2CN2CC11CO1,0.202
42982,O=C1C2NC2CC11CC1,0.2146
42983,O=C1C2NC2CC11CN1,0.2131
42984,O=C1C2NC2CC11CO1,0.2034
42985,O=C1C2OC2CC11CC1,0.2124
42986,O=C1C2OC2CC11CN1,0.2116
42987,O=C1C2OC2CC11CO1,0.2012
42988,O=C1N2CC2CC11CC1,0.2401
42989,O=C1N2CC2CC11CN1,0.2322
42990,O=C1N2CC2CC11CO1,0.2214
42991,O=C1C(CC2CN12)C#C,0.2294
42992,O=C1C(CC2CN12)C#N,0.2389
42993,O=C1C2CC2CC1C#C,0.2177
42994,O=C1C2CC2CC1C#N,0.2228
42995,O=C1C2CC2NC1C#C,0.1996
42996,O=C1C2CC2NC1C#N,0.1999
42997,O=C1C2CC2OC1C#C,0.214
42998,O=C1C2CC2OC1C#N,0.2164
42999,O=C1C2CN2CC1C#C,0.2092
43000,O=C1C2CN2CC1C#N,0.213
43001,O=C1C2NC2CC1C#C,0.2054
43002,O=C1C2NC2CC1C#N,0.2101
43003,O=C1C2OC2CC1C#C,0.202
43004,O=C1C2OC2CC1C#N,0.2089
43005,O=C1C2CC2CC2CC12,0.2231
43006,O=C1C2CC2CC2CN12,0.2406
43007,O=C1C2CC2CC2NC12,0.2188
43008,O=C1C2CC2CC2OC12,0.2169
43009,O=C1C2CC2CN2CC12,0.2103
43010,O=C1C2CC2OC2CC12,0.2241
43011,O=C1C2CN2CC2CN12,0.2298
43012,O=C1C2CN2CC2NC12,0.2075
43013,O=C1C2CN2CC2OC12,0.2039
43014,O=C1C2NC2CC2CN12,0.231
43015,O=C1C2NC2CC2NC12,0.2066
43016,O=C1C2NC2CC2OC12,0.2054
43017,O=C1C2OC2CC2CN12,0.2332
43018,O=C1C2OC2CC2OC12,0.2041
43019,O=C1N2CC2CC2CN12,0.2655
43020,O=C1C2CC3(C2)OCC13,0.222
43021,O=C1C2CC3(CCC13)C2,0.2193
43022,O=C1C2CC3(CCC13)O2,0.2076
43023,O=C1C2CC3(CNC13)N2,0.2015
43024,O=C1C2CC3(CNC13)O2,0.2022
43025,O=C1C2CC3(COC13)C2,0.2083
43026,O=C1C2CC3(COC13)N2,0.197
43027,O=C1C2CC3(COC13)O2,0.1981
43028,N=C1N2CC3C2C13C#N,0.2597
43029,O=C1C2CC3C2C13C#C,0.2381
43030,O=C1C2CC3C2C13C#N,0.2422
43031,O=C1C2CC3N2C13C#C,0.2273
43032,O=C1C2CC3N2C13C#N,0.2326
43033,O=C1C2CN3C2C13C#C,0.2248
43034,O=C1C2CN3C2C13C#N,0.2268
43035,O=C1C2NC3C2C13C#C,0.225
43036,O=C1C2NC3C2C13C#N,0.2262
43037,O=C1C2OC3C2C13C#C,0.217
43038,O=C1C2OC3C2C13C#N,0.221
43039,O=C1N2CC3C2C13C#C,0.237
43040,O=C1N2CC3C2C13C#N,0.2426
43041,O=C1C2CC3C2C=CC13,0.2004
43042,O=C1C2CN3C2C=CC13,0.1831
43043,O=C1C2OC3C2C=CC13,0.1918
43044,O=C1C2CC3C1CCN23,0.2061
43045,O=C1C2CC3C2CCC13,0.2247
43046,O=C1C2CC3C2COC13,0.2102
43047,O=C1C2CC3C2OCC13,0.226
43048,O=C1C2CN3C2CCC13,0.2042
43049,O=C1C2NC3C2COC13,0.2028
43050,O=C1C2NC3C2OCC13,0.2131
43051,O=C1C2OC3C2CCC13,0.2086
43052,O=C1C2OC3C2COC13,0.1952
43053,O=C1C2OC3C2OCC13,0.2074
43054,N=C1C2OC3C4C3N1C24,0.2149
43055,O=C1C2C3C4C(CN13)N24,0.219
43056,O=C1C2C3C4CN1C2C34,0.2339
43057,O=C1C2CC3C4C1C2N34,0.2101
43058,O=C1C2CC3C4C2C1N34,0.2088
43059,O=C1C2CC3C4C3C1C24,0.2129
43060,O=C1C2CC3C4C3N1C24,0.2197
43061,O=C1C2CC3C4C3N2C14,0.2097
43062,O=C1C2CN3C4C3C1C24,0.2147
43063,O=C1C2OC3C4C3C1C24,0.196
43064,O=C1C2OC3C4C3N1C24,0.2014
43065,N=C1C2OC3C=CN1C23,0.2073
43066,O=C1C2C=CC3CN1C23,0.2168
43067,O=C1C2CC3C=CC1C23,0.2059
43068,O=C1C2CC3C=CC1N23,0.1991
43069,O=C1C2CC3C=CN1C23,0.2153
43070,O=C1C2CC3N=CN1C23,0.2283
43071,O=C1C2CN3C=NC1C23,0.1985
43072,O=C1C2NC3C=CN1C23,0.2094
43073,O=C1C2OC3C=CC1C23,0.1905
43074,O=C1C2OC3C=CN1C23,0.2
43075,O=C1C2CC3C=CC2C13,0.221
43076,O=C1C2OC3C=CC2C13,0.204
43077,O=C1C2CC3CC1CC23,0.2209
43078,O=C1C2CC3CC1CN23,0.203
43079,O=C1C2CC3CC1OC23,0.2105
43080,O=C1C2CC3OC1CC23,0.2077
43081,O=C1C2CC3OC1OC23,0.2087
43082,O=C1C2NC3CC1NC23,0.2053
43083,O=C1C2NC3CC1OC23,0.1973
43084,O=C1C2OC3CC1CC23,0.2014
43085,O=C1C2OC3CC1NC23,0.2024
43086,O=C1C2OC3CC1OC23,0.1962
43087,O=C1C2CC3CC1C2O3,0.2162
43088,O=C1C2CC3CC1N2C3,0.2239
43089,O=C1C2CC3CC2C1C3,0.2222
43090,O=C1C2CC3CC2C1O3,0.2055
43091,O=C1C2CC3OC2C1O3,0.2028
43092,O=C1C2OC3CC2C1O3,0.1961
43093,O=C1C2CC3CC2CC13,0.2282
43094,O=C1C2CC3CC2OC13,0.2195
43095,O=C1C2CC3OC2CC13,0.2281
43096,O=C1C2CC3OC2OC13,0.2222
43097,O=C1C2CN3CC2CC13,0.2194
43098,O=C1C2NC3CC2NC13,0.211
43099,O=C1C2NC3CC2OC13,0.2148
43100,O=C1C2OC3CC2OC13,0.2107
43101,N=C1C2OC3CCN1C23,0.2405
43102,N=C1C2OCC3CN1C23,0.2321
43103,O=C1C2CC3CCC1C23,0.2155
43104,O=C1C2CC3CCC1N23,0.2056
43105,O=C1C2CC3CCN1C23,0.2472
43106,O=C1C2CC3COC1C23,0.1961
43107,O=C1C2CC3OCC1C23,0.2132
43108,O=C1C2CCC3CN1C23,0.2292
43109,O=C1C2CCC3OC1C23,0.2009
43110,O=C1C2COC3CN1C23,0.2303
43111,O=C1C2OC3CCN1C23,0.2333
43112,O=C1C2OC3COC1C23,0.1834
43113,O=C1C2OCC3CN1C23,0.2156
43114,O=C1C2CC3CCC2C13,0.2314
43115,O=C1C2CC3CCN2C13,0.2318
43116,O=C1C2CC3COC2C13,0.2211
43117,O=C1C2CC3OCC2C13,0.2322
43118,O=C1C2CN3CCC2C13,0.2258
43119,O=C1C2NC3COC2C13,0.2008
43120,O=C1C2OC3CCC2C13,0.2085
43121,O=C1C2OC3COC2C13,0.1967
43122,O=C1C2OC3OCC2C13,0.2162
43123,O=C1C2CC=CC1C=C2,0.2194
43124,O=C1C2NC=NC1C=C2,0.2013
43125,O=C1C2OC=NC1C=C2,0.1988
43126,O=C1C2CCC(C2)C1=O,0.1461
43127,O=C1C2CCC(N2)C1=O,0.134
43128,O=C1C2CCC(O2)C1=O,0.1381
43129,O=C1C2COC(C2)C1=O,0.1417
43130,O=C1C2COC(O2)C1=O,0.1382
43131,O=C1C2CCC11CCC21,0.2258
43132,O=C1C2CCC11CCN21,0.2316
43133,O=C1C2CCC11COC21,0.2292
43134,O=C1C2CCC11OCC21,0.2104
43135,O=C1C2CNC11COC21,0.2139
43136,O=C1C2COC11CCC21,0.204
43137,O=C1C2COC11CNC21,0.2066
